date,city,pm2_5_mean,pm2_5_max,pm10_mean,pm10_max,nitrogen_dioxide_mean,nitrogen_dioxide_max,ozone_mean,ozone_max,temperature_2m_mean,relative_humidity_2m_mean,precipitation_sum,wind_speed_10m_mean,wind_gusts_10m_max
2022-09-26,Delhi,55.175000000000004,84.3,88.55833333333334,121.5,56.5875,83.9,54.166666666666664,149.0,26.7,83,0.1,7.6,30.2
2022-09-27,Delhi,66.55833333333334,134.6,109.5,206.8,54.520833333333336,95.3,51.041666666666664,141.0,26.6,79,0.0,8.0,28.4
2022-09-28,Delhi,88.39166666666667,185.3,136.72083333333333,280.3,64.33749999999999,90.6,62.541666666666664,176.0,27.2,76,0.2,6.9,24.5
2022-09-29,Delhi,91.04583333333333,158.8,137.42083333333332,239.3,66.90416666666667,92.3,71.0,194.0,27.1,76,0.0,8.3,31.3
2022-09-30,Delhi,89.17083333333333,128.1,135.56666666666666,196.5,66.27916666666667,99.7,70.75,202.0,27.3,76,0.0,7.9,30.2
2022-10-01,Delhi,94.27083333333333,152.3,145.01250000000002,231.4,70.66250000000001,105.3,58.25,176.0,28.0,72,0.0,7.7,28.4
2022-10-02,Delhi,97.62916666666666,193.2,150.16666666666666,286.8,76.8125,149.5,56.791666666666664,169.0,28.0,66,0.0,8.6,30.2
2022-10-03,Delhi,53.06666666666666,71.0,86.05,106.2,46.09166666666667,65.0,69.0,160.0,27.7,61,0.0,14.6,42.5
2022-10-04,Delhi,66.76666666666667,136.4,100.38333333333333,196.0,58.69583333333333,137.2,73.25,189.0,27.7,67,0.0,9.8,29.5
2022-10-05,Delhi,119.875,169.0,173.78333333333333,245.9,118.22916666666667,182.2,85.54166666666667,313.0,27.1,77,0.1,7.3,25.6
2022-10-06,Delhi,32.270833333333336,95.7,47.8125,137.8,54.275,132.4,42.916666666666664,122.0,26.4,75,0.0,10.2,25.6
2022-10-07,Delhi,23.45,33.1,35.4375,47.4,37.708333333333336,58.3,43.375,108.0,24.5,82,1.1,12.0,27.4
2022-10-08,Delhi,25.7375,33.1,36.94583333333333,47.4,39.291666666666664,47.8,21.458333333333332,33.0,22.5,95,37.2,13.8,27.7
2022-10-09,Delhi,20.758333333333333,28.4,30.054166666666664,40.7,38.24583333333333,56.4,31.333333333333332,46.0,22.6,93,47.1,11.9,34.6
2022-10-10,Delhi,36.608333333333334,85.7,54.82083333333333,125.3,52.7875,103.2,36.708333333333336,83.0,23.4,88,1.6,8.8,25.9
2022-10-11,Delhi,34.862500000000004,63.6,50.5,91.3,56.12083333333334,91.0,60.75,132.0,23.4,87,2.7,6.0,20.5
2022-10-12,Delhi,57.270833333333336,95.2,83.59166666666667,136.4,62.00416666666666,88.3,54.208333333333336,162.0,23.8,83,0.0,6.7,23.8
2022-10-13,Delhi,61.44583333333333,87.5,92.10000000000001,132.7,63.25833333333333,85.0,48.541666666666664,152.0,23.8,72,0.0,9.0,27.0
2022-10-14,Delhi,62.104166666666664,80.6,95.325,125.7,55.479166666666664,88.1,61.458333333333336,166.0,23.7,68,0.0,9.2,28.4
2022-10-15,Delhi,95.04583333333333,234.2,141.225,341.8,71.79583333333333,159.3,67.0,186.0,23.9,69,0.0,7.8,24.8
2022-10-16,Delhi,134.9375,238.0,199.65833333333333,348.3,105.5625,159.2,60.5,209.0,24.1,69,0.0,6.1,14.8
2022-10-17,Delhi,112.125,146.2,163.29999999999998,211.4,86.05833333333334,138.2,67.29166666666667,207.0,24.2,63,0.0,7.9,22.0
2022-10-18,Delhi,109.60000000000001,166.7,159.05833333333334,240.3,98.55833333333334,167.1,53.791666666666664,184.0,24.3,60,0.0,7.4,19.1
2022-10-19,Delhi,118.55416666666667,179.3,171.2875,258.0,122.675,177.2,46.583333333333336,182.0,23.7,66,0.0,7.4,19.8
2022-10-20,Delhi,84.625,109.9,123.0,158.3,91.14583333333333,120.6,51.708333333333336,174.0,23.5,64,1.1,6.3,18.7
2022-10-21,Delhi,107.05,175.1,154.97083333333333,251.5,109.48333333333333,172.7,56.041666666666664,191.0,24.0,65,0.0,5.6,18.4
2022-10-22,Delhi,137.05416666666667,241.2,199.83333333333334,346.5,107.47500000000001,190.0,59.458333333333336,196.0,22.8,67,0.0,8.6,25.2
2022-10-23,Delhi,112.13333333333333,152.3,166.05,226.3,76.72916666666667,112.3,46.583333333333336,151.0,22.0,63,0.0,6.9,20.2
2022-10-24,Delhi,75.47083333333333,139.2,114.10000000000001,205.4,59.82083333333333,87.9,52.0,138.0,22.2,61,0.0,9.8,26.6
2022-10-25,Delhi,72.925,95.7,112.47083333333335,147.6,47.97083333333333,83.0,82.95833333333333,185.0,22.1,56,0.0,11.7,33.8
2022-10-26,Delhi,134.50416666666666,211.4,198.17499999999998,306.4,98.95416666666667,186.6,67.04166666666667,205.0,23.1,62,0.0,6.4,17.3
2022-10-27,Delhi,157.4625,219.3,230.99166666666667,319.4,121.48333333333333,198.3,53.0,195.0,24.0,61,0.0,5.2,18.7
2022-10-28,Delhi,199.625,295.2,290.47083333333336,428.4,141.69583333333333,213.1,54.125,201.0,23.2,65,0.0,5.7,13.3
2022-10-29,Delhi,173.33333333333334,244.9,251.99166666666667,353.9,124.80833333333334,212.4,57.166666666666664,206.0,23.4,63,0.0,4.8,15.1
2022-10-30,Delhi,166.79999999999998,242.1,245.65416666666667,353.0,115.02916666666665,185.2,56.375,198.0,23.0,63,0.0,7.3,22.0
2022-10-31,Delhi,169.975,280.3,248.80416666666667,404.2,101.39999999999999,172.5,64.25,211.0,23.2,63,0.0,5.5,16.9
2022-11-01,Delhi,210.97083333333333,323.2,306.09999999999997,466.6,119.39583333333333,158.5,70.70833333333333,224.0,23.4,68,0.0,7.2,19.4
2022-11-02,Delhi,147.69583333333333,230.5,218.55416666666667,333.4,72.05,121.3,77.95833333333333,202.0,23.1,70,0.0,9.0,28.4
2022-11-03,Delhi,94.02916666666665,156.0,143.21666666666667,236.6,56.18333333333334,118.1,65.33333333333333,154.0,23.4,66,0.0,10.2,27.7
2022-11-04,Delhi,157.5875,214.7,235.5625,322.2,110.88333333333333,169.8,62.458333333333336,198.0,24.8,65,0.0,4.7,14.0
2022-11-05,Delhi,137.84583333333333,168.1,204.3708333333333,245.9,98.45833333333333,139.9,55.75,168.0,23.9,77,0.0,9.4,27.4
2022-11-06,Delhi,144.01250000000002,176.0,212.3708333333333,258.0,99.07916666666667,148.8,36.958333333333336,106.0,23.4,78,0.0,7.5,20.2
2022-11-07,Delhi,148.42499999999998,201.2,218.29166666666666,293.4,101.49583333333334,127.1,56.083333333333336,181.0,23.4,72,0.6,6.2,29.9
2022-11-08,Delhi,118.53333333333335,169.0,174.76250000000002,248.7,76.16250000000001,108.5,40.458333333333336,133.0,21.8,75,6.9,6.5,50.8
2022-11-09,Delhi,133.21666666666667,212.8,195.0583333333333,307.3,95.82083333333333,145.8,41.541666666666664,156.0,22.1,70,0.1,3.9,14.4
2022-11-10,Delhi,147.54583333333332,251.5,215.4,363.2,98.62083333333334,200.2,59.458333333333336,170.0,21.1,74,0.0,7.4,28.8
2022-11-11,Delhi,78.09583333333333,122.5,119.9375,181.1,41.87083333333333,61.5,57.583333333333336,124.0,20.1,64,0.0,11.6,33.8
2022-11-12,Delhi,76.03750000000001,104.1,118.12083333333334,152.3,43.824999999999996,73.6,70.04166666666667,154.0,20.0,59,0.0,13.3,37.1
2022-11-13,Delhi,80.41666666666667,188.6,122.7625,283.1,56.64166666666667,116.2,60.916666666666664,142.0,19.9,63,0.0,10.7,36.4
2022-11-14,Delhi,111.92916666666667,188.1,167.82500000000002,283.1,78.97083333333333,129.6,50.291666666666664,142.0,20.9,62,0.0,8.1,24.8
2022-11-15,Delhi,79.12916666666666,142.5,118.25416666666666,208.2,57.975,115.4,52.875,109.0,20.3,66,0.0,6.8,20.5
2022-11-16,Delhi,69.56666666666666,85.7,110.34166666666665,129.5,39.458333333333336,68.1,60.458333333333336,129.0,19.4,60,0.0,10.4,31.7
2022-11-17,Delhi,73.00416666666666,86.6,117.17916666666667,130.9,37.5375,67.3,74.79166666666667,144.0,18.1,61,0.0,12.5,39.6
2022-11-18,Delhi,83.53750000000001,151.3,125.17083333333333,224.4,60.5875,124.2,62.833333333333336,166.0,17.3,57,0.0,9.6,27.4
2022-11-19,Delhi,106.88333333333333,179.3,160.46666666666667,264.5,63.708333333333336,86.1,54.916666666666664,155.0,17.7,59,0.0,7.4,22.3
2022-11-20,Delhi,70.20416666666667,88.0,108.19583333333333,131.8,46.05833333333334,88.2,73.20833333333333,144.0,17.5,62,0.0,9.2,27.4
2022-11-21,Delhi,58.083333333333336,71.7,92.5,107.1,39.829166666666666,66.3,76.0,137.0,18.0,58,0.0,11.8,30.6
2022-11-22,Delhi,54.79583333333333,66.4,85.79166666666667,98.7,47.65833333333333,80.3,69.33333333333333,158.0,17.9,55,0.0,10.8,29.5
2022-11-23,Delhi,58.987500000000004,76.4,92.77499999999999,112.2,51.50416666666666,84.9,67.29166666666667,167.0,17.6,50,0.0,12.1,34.6
2022-11-24,Delhi,82.8,172.3,126.04583333333333,263.6,60.75,97.9,59.916666666666664,150.0,17.2,54,0.0,11.2,28.4
2022-11-25,Delhi,141.25416666666666,215.6,212.5625,326.9,99.6875,177.9,55.708333333333336,181.0,17.3,57,0.0,7.6,20.2
2022-11-26,Delhi,78.7,99.4,121.925,148.1,47.699999999999996,87.6,86.58333333333333,175.0,17.2,57,0.0,10.5,29.5
2022-11-27,Delhi,93.78750000000001,118.0,139.16666666666666,173.7,55.88333333333333,101.0,74.04166666666667,167.0,16.9,65,0.0,7.6,21.6
2022-11-28,Delhi,114.25416666666666,177.9,167.54583333333332,258.0,63.17083333333333,116.0,66.25,163.0,17.4,63,0.0,5.2,15.5
2022-11-29,Delhi,126.75,171.4,184.95416666666665,250.5,66.30416666666666,123.8,77.29166666666667,189.0,16.8,68,0.0,7.1,18.4
2022-11-30,Delhi,111.7,159.7,163.725,232.8,71.94166666666666,143.6,79.16666666666667,190.0,16.8,71,0.0,7.2,22.0
2022-12-01,Delhi,118.16666666666667,212.3,174.02916666666667,312.0,77.82916666666667,130.6,75.45833333333333,196.0,16.5,74,0.0,8.1,24.5
2022-12-02,Delhi,199.0375,258.0,291.75,372.5,118.08333333333333,197.9,61.583333333333336,191.0,16.7,74,0.0,5.5,14.4
2022-12-03,Delhi,238.07500000000002,326.0,344.6458333333333,471.2,155.79999999999998,227.5,75.95833333333333,249.0,17.1,73,0.0,4.9,13.0
2022-12-04,Delhi,198.2541666666667,337.1,286.33750000000003,484.3,121.9875,182.9,51.416666666666664,176.0,16.5,74,0.0,8.3,25.2
2022-12-05,Delhi,134.54166666666666,210.5,196.1291666666667,306.4,91.78333333333335,147.7,50.5,163.0,15.5,74,0.0,6.8,17.3
2022-12-06,Delhi,69.7625,118.3,108.86666666666667,175.6,43.00416666666667,82.9,89.33333333333333,166.0,16.0,69,0.0,13.3,32.8
2022-12-07,Delhi,65.2,73.6,108.35000000000001,121.5,29.212500000000002,56.5,90.58333333333333,127.0,16.3,68,0.0,15.5,39.2
2022-12-08,Delhi,81.60000000000001,96.2,125.2625,146.2,45.54583333333333,74.9,60.833333333333336,129.0,16.0,73,0.0,11.3,29.9
2022-12-09,Delhi,109.25,191.4,161.73333333333332,280.3,79.27499999999999,135.1,49.083333333333336,123.0,16.3,76,0.0,8.0,25.9
2022-12-10,Delhi,92.29583333333333,149.0,138.14166666666668,219.8,78.4375,114.0,38.916666666666664,122.0,16.9,71,0.0,8.7,23.0
2022-12-11,Delhi,62.19166666666667,80.8,95.83749999999999,123.9,59.4,82.8,34.041666666666664,102.0,17.3,69,0.0,9.8,22.7
2022-12-12,Delhi,46.9625,57.5,78.02916666666667,92.4,40.391666666666666,66.2,50.083333333333336,90.0,16.9,62,0.0,11.2,25.9
2022-12-13,Delhi,33.041666666666664,53.9,53.96666666666667,84.5,20.933333333333334,56.8,59.833333333333336,108.0,16.8,53,0.0,15.2,37.1
2022-12-14,Delhi,0.6208333333333332,0.8,0.8958333333333334,1.1,0.0,0.0,29.583333333333332,32.0,15.7,55,0.0,14.7,36.0
2022-12-15,Delhi,0.6583333333333333,0.8,0.9291666666666667,1.2,0.0,0.0,30.5,34.0,14.6,57,0.0,12.7,33.1
2022-12-16,Delhi,61.208333333333336,121.1,93.33749999999999,183.9,41.833333333333336,93.6,53.833333333333336,141.0,14.0,66,0.0,10.2,24.5
2022-12-17,Delhi,96.1875,155.1,144.87083333333334,233.8,58.604166666666664,105.4,50.791666666666664,140.0,14.1,69,0.0,8.0,21.2
2022-12-18,Delhi,163.12083333333334,220.7,239.35,317.6,96.24583333333334,140.3,56.875,177.0,14.3,76,0.0,7.0,18.0
2022-12-19,Delhi,152.65416666666667,220.7,221.025,318.5,72.81666666666666,113.0,64.625,157.0,14.1,79,0.0,7.9,20.2
2022-12-20,Delhi,109.45416666666667,130.9,159.95416666666668,192.8,60.737500000000004,101.8,71.41666666666667,163.0,13.6,77,0.0,7.9,21.2
2022-12-21,Delhi,111.16250000000001,134.1,162.20000000000002,193.2,70.07916666666667,126.9,65.95833333333333,161.0,13.0,79,0.0,8.2,21.2
2022-12-22,Delhi,95.78333333333335,115.3,140.525,171.8,70.875,124.4,60.291666666666664,156.0,12.9,79,0.0,8.1,22.0
2022-12-23,Delhi,102.60000000000001,125.7,149.85,181.1,92.66250000000001,133.4,46.666666666666664,152.0,12.2,82,0.0,7.2,18.0
2022-12-24,Delhi,69.8125,93.4,108.06666666666666,136.4,60.34583333333333,94.1,60.708333333333336,139.0,12.4,75,0.0,10.9,28.4
2022-12-25,Delhi,81.90416666666667,112.9,123.22916666666667,171.4,51.65416666666667,84.7,83.83333333333333,182.0,10.9,81,0.0,11.3,28.4
2022-12-26,Delhi,105.16666666666667,126.7,154.6875,184.9,63.737500000000004,99.5,56.25,139.0,11.1,83,0.0,8.6,22.3
2022-12-27,Delhi,93.75833333333333,104.8,142.46666666666667,156.5,43.02916666666667,78.7,87.70833333333333,159.0,11.9,79,0.0,13.6,33.8
2022-12-28,Delhi,76.92083333333333,84.3,122.0,129.5,34.30833333333333,66.9,89.79166666666667,142.0,13.1,72,0.0,15.9,37.1
2022-12-29,Delhi,109.84166666666665,179.7,160.62916666666666,258.9,71.74166666666666,132.6,65.95833333333333,126.0,14.1,74,0.0,8.4,21.2
2022-12-30,Delhi,163.30416666666667,265.4,236.95416666666665,381.8,88.22083333333335,148.0,59.041666666666664,146.0,14.9,75,0.0,8.5,25.6
2022-12-31,Delhi,87.74166666666667,214.7,134.80833333333334,309.2,56.916666666666664,108.7,38.833333333333336,125.0,13.1,82,0.0,12.6,34.2
2023-01-01,Delhi,114.4875,246.8,167.49583333333334,354.8,91.09583333333335,202.2,47.583333333333336,157.0,12.5,79,0.0,6.0,17.6
2023-01-02,Delhi,192.95416666666665,283.1,277.4375,405.1,136.44583333333333,198.9,41.5,168.0,12.2,78,0.0,5.0,15.8
2023-01-03,Delhi,144.23333333333332,281.3,207.90416666666667,403.3,100.62916666666666,164.6,48.375,159.0,10.6,85,0.0,6.6,21.6
2023-01-04,Delhi,105.52083333333333,175.1,153.37083333333334,255.2,72.30833333333334,127.4,61.916666666666664,173.0,9.7,87,0.0,8.5,22.7
2023-01-05,Delhi,152.9,246.8,221.65416666666667,355.8,100.77083333333333,155.8,49.833333333333336,176.0,8.9,89,0.0,8.1,21.2
2023-01-06,Delhi,156.35833333333332,233.3,225.32500000000002,337.1,108.13333333333333,155.2,50.041666666666664,180.0,8.3,87,0.0,6.7,18.7
2023-01-07,Delhi,139.275,189.5,200.98749999999998,272.9,94.91250000000001,139.9,40.416666666666664,153.0,8.2,87,0.0,9.1,24.8
2023-01-08,Delhi,157.2125,228.2,228.725,334.3,83.34166666666667,152.7,66.70833333333333,207.0,10.1,88,0.0,9.7,27.4
2023-01-09,Delhi,214.05416666666667,273.8,310.45,400.5,148.18333333333334,208.9,42.541666666666664,189.0,11.1,88,0.0,5.4,18.4
2023-01-10,Delhi,132.9125,244.9,193.05416666666667,351.1,94.58749999999999,185.7,45.875,160.0,11.5,89,0.0,8.9,28.1
2023-01-11,Delhi,139.74166666666667,190.9,203.14583333333334,276.6,94.51666666666667,183.0,67.95833333333333,187.0,12.1,86,0.0,7.4,22.0
2023-01-12,Delhi,97.67083333333333,132.2,145.99583333333334,197.0,70.90833333333333,114.6,58.5,116.0,14.5,81,0.1,12.8,31.0
2023-01-13,Delhi,103.20416666666667,147.1,152.32083333333333,213.7,69.09583333333333,107.5,40.75,128.0,13.9,87,18.2,9.6,33.1
2023-01-14,Delhi,98.48333333333333,150.9,149.7125,218.9,60.01666666666667,81.4,46.291666666666664,148.0,12.1,76,0.0,13.4,33.5
2023-01-15,Delhi,57.54583333333333,79.9,91.25416666666666,125.7,43.78333333333333,73.7,60.375,144.0,9.4,66,0.0,12.6,32.0
2023-01-16,Delhi,70.44583333333334,81.7,106.07916666666667,123.9,55.71666666666667,78.6,54.708333333333336,156.0,9.0,64,0.0,9.4,27.4
2023-01-17,Delhi,66.74166666666666,92.9,101.42083333333333,142.5,55.94166666666666,87.8,64.83333333333333,167.0,9.0,64,0.0,10.2,28.1
2023-01-18,Delhi,92.92083333333333,124.8,136.47083333333333,183.0,76.2375,99.7,58.708333333333336,176.0,9.2,65,0.0,8.6,22.7
2023-01-19,Delhi,113.90416666666665,163.9,165.07083333333333,235.2,83.24166666666666,145.2,68.0,184.0,12.2,64,0.3,7.2,25.6
2023-01-20,Delhi,64.49583333333334,101.5,95.02499999999999,148.5,53.02916666666667,79.3,51.041666666666664,101.0,14.0,70,0.0,10.5,27.0
2023-01-21,Delhi,113.18333333333334,198.8,164.13750000000002,286.8,99.05416666666667,165.7,30.5,129.0,13.2,79,0.0,5.5,13.0
2023-01-22,Delhi,146.19166666666666,240.3,210.7875,344.6,110.10416666666667,181.7,38.5,156.0,14.1,71,0.0,8.5,22.3
2023-01-23,Delhi,144.29583333333332,247.7,207.6291666666667,355.8,115.03333333333335,223.6,40.5,140.0,15.5,64,0.0,6.5,18.7
2023-01-24,Delhi,144.5875,258.0,211.1833333333333,370.7,112.6375,229.5,29.0,114.0,16.9,82,11.3,12.0,43.6
2023-01-25,Delhi,109.22500000000001,152.3,157.85833333333332,219.3,73.02916666666667,106.9,48.375,140.0,16.4,83,1.0,6.1,21.6
2023-01-26,Delhi,87.25416666666666,105.7,131.27916666666667,153.2,45.98333333333333,72.0,60.541666666666664,149.0,14.3,77,0.0,12.7,31.7
2023-01-27,Delhi,68.35416666666667,77.1,108.19166666666666,118.5,37.270833333333336,60.9,71.5,127.0,12.1,68,0.0,14.6,34.2
2023-01-28,Delhi,97.72916666666667,182.5,146.04999999999998,272.9,61.55833333333334,116.7,66.66666666666667,150.0,12.5,69,0.0,11.5,27.7
2023-01-29,Delhi,128.80416666666667,183.5,189.0625,274.7,87.44166666666666,120.6,23.75,43.0,12.8,84,4.2,9.3,28.1
2023-01-30,Delhi,94.2,165.3,135.98333333333332,236.6,52.0875,74.1,43.958333333333336,70.0,13.2,87,10.2,8.5,37.1
2023-01-31,Delhi,68.62083333333334,149.0,107.39999999999999,213.7,43.770833333333336,74.8,47.5,103.0,14.1,84,0.0,14.4,38.5
2023-02-01,Delhi,54.0625,64.5,88.625,106.2,34.858333333333334,63.0,66.5,115.0,13.7,75,0.0,16.3,36.7
